question_id,desc_id,given_info,question,answer,meta,reasoning
494,water_cholera-IV-det-counterfactual-model220-spec0-q13,We know that high poverty or global water company causes clean water. high poverty or clean water causes cholera contraction. We observed the person is served by a global water company and the region has high poverty.,Would the person avoids cholera if polluted water instead of clean water?,no,"{'story_id': 'water_cholera', 'graph_id': 'IV', 'given_info': {'V2': 1, 'V1': 1}, 'formal_form': 'Y_{X=0} = 0 | V2=1, V1=1', 'treatment': 'X', 'outcome': 'Y', 'action': 0, 'polarity': 0, 'groundtruth': 0, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 220}","{'step0': 'Let V2 = water company; V1 = poverty; X = water quality; Y = cholera.', 'step1': 'V1->X,V2->X,V1->Y,X->Y', 'step2': 'Y_{X=0} = 0 | V2=1, V1=1', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 1\nV1 = 1\nX = V1 or V2\nY = V1 or X', 'step5': 'Y = 1 = 1 or 0', 'end': '0'}"
495,water_cholera-IV-det-counterfactual-model220-spec0-q14,We know that high poverty or global water company causes clean water. high poverty or clean water causes cholera contraction. We observed the person is served by a global water company and the region has high poverty.,Would the person gets cholera if clean water instead of polluted water?,yes,"{'story_id': 'water_cholera', 'graph_id': 'IV', 'given_info': {'V2': 1, 'V1': 1}, 'formal_form': 'Y_{X=1} = 1 | V2=1, V1=1', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 1, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 220}","{'step0': 'Let V2 = water company; V1 = poverty; X = water quality; Y = cholera.', 'step1': 'V1->X,V2->X,V1->Y,X->Y', 'step2': 'Y_{X=1} = 1 | V2=1, V1=1', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 1\nV1 = 1\nX = V1 or V2\nY = V1 or X', 'step5': 'Y = 1 = 1 or 1', 'end': '1'}"
496,water_cholera-IV-det-counterfactual-model220-spec0-q15,We know that high poverty or global water company causes clean water. high poverty or clean water causes cholera contraction. We observed the person is served by a global water company and the region has high poverty.,Would the person avoids cholera if clean water instead of polluted water?,no,"{'story_id': 'water_cholera', 'graph_id': 'IV', 'given_info': {'V2': 1, 'V1': 1}, 'formal_form': 'Y_{X=1} = 0 | V2=1, V1=1', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 0, 'groundtruth': 0, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 220}","{'step0': 'Let V2 = water company; V1 = poverty; X = water quality; Y = cholera.', 'step1': 'V1->X,V2->X,V1->Y,X->Y', 'step2': 'Y_{X=1} = 0 | V2=1, V1=1', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 1\nV1 = 1\nX = V1 or V2\nY = V1 or X', 'step5': 'Y = 1 = 1 or 1', 'end': '0'}"
497,water_cholera-IV-det-counterfactual-model221-spec1-q0,We know that high poverty and global water company causes clean water. high poverty or clean water causes cholera contraction. We observed the person is served by a local water company and the region has low poverty.,Would the person gets cholera if polluted water instead of clean water?,no,"{'story_id': 'water_cholera', 'graph_id': 'IV', 'given_info': {'V2': 0, 'V1': 0}, 'formal_form': 'Y_{X=0} = 1 | V2=0, V1=0', 'treatment': 'X', 'outcome': 'Y', 'action': 0, 'polarity': 1, 'groundtruth': 0, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 221}","{'step0': 'Let V2 = water company; V1 = poverty; X = water quality; Y = cholera.', 'step1': 'V1->X,V2->X,V1->Y,X->Y', 'step2': 'Y_{X=0} = 1 | V2=0, V1=0', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 0\nV1 = 0\nX = V1 and V2\nY = V1 or X', 'step5': 'Y = 0 = 0 or 0', 'end': '0'}"
498,water_cholera-IV-det-counterfactual-model221-spec1-q1,We know that high poverty and global water company causes clean water. high poverty or clean water causes cholera contraction. We observed the person is served by a local water company and the region has low poverty.,Would the person avoids cholera if polluted water instead of clean water?,yes,"{'story_id': 'water_cholera', 'graph_id': 'IV', 'given_info': {'V2': 0, 'V1': 0}, 'formal_form': 'Y_{X=0} = 0 | V2=0, V1=0', 'treatment': 'X', 'outcome': 'Y', 'action': 0, 'polarity': 0, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 221}","{'step0': 'Let V2 = water company; V1 = poverty; X = water quality; Y = cholera.', 'step1': 'V1->X,V2->X,V1->Y,X->Y', 'step2': 'Y_{X=0} = 0 | V2=0, V1=0', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 0\nV1 = 0\nX = V1 and V2\nY = V1 or X', 'step5': 'Y = 0 = 0 or 0', 'end': '1'}"
499,water_cholera-IV-det-counterfactual-model221-spec1-q2,We know that high poverty and global water company causes clean water. high poverty or clean water causes cholera contraction. We observed the person is served by a local water company and the region has low poverty.,Would the person gets cholera if clean water instead of polluted water?,yes,"{'story_id': 'water_cholera', 'graph_id': 'IV', 'given_info': {'V2': 0, 'V1': 0}, 'formal_form': 'Y_{X=1} = 1 | V2=0, V1=0', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 1, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 221}","{'step0': 'Let V2 = water company; V1 = poverty; X = water quality; Y = cholera.', 'step1': 'V1->X,V2->X,V1->Y,X->Y', 'step2': 'Y_{X=1} = 1 | V2=0, V1=0', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 0\nV1 = 0\nX = V1 and V2\nY = V1 or X', 'step5': 'Y = 1 = 0 or 1', 'end': '1'}"
500,water_cholera-IV-det-counterfactual-model221-spec1-q3,We know that high poverty and global water company causes clean water. high poverty or clean water causes cholera contraction. We observed the person is served by a local water company and the region has low poverty.,Would the person avoids cholera if clean water instead of polluted water?,no,"{'story_id': 'water_cholera', 'graph_id': 'IV', 'given_info': {'V2': 0, 'V1': 0}, 'formal_form': 'Y_{X=1} = 0 | V2=0, V1=0', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 0, 'groundtruth': 0, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 221}","{'step0': 'Let V2 = water company; V1 = poverty; X = water quality; Y = cholera.', 'step1': 'V1->X,V2->X,V1->Y,X->Y', 'step2': 'Y_{X=1} = 0 | V2=0, V1=0', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 0\nV1 = 0\nX = V1 and V2\nY = V1 or X', 'step5': 'Y = 1 = 0 or 1', 'end': '0'}"
501,water_cholera-IV-det-counterfactual-model221-spec1-q4,We know that high poverty and global water company causes clean water. high poverty or clean water causes cholera contraction. We observed the person is served by a local water company and the region has high poverty.,Would the person gets cholera if polluted water instead of clean water?,yes,"{'story_id': 'water_cholera', 'graph_id': 'IV', 'given_info': {'V2': 0, 'V1': 1}, 'formal_form': 'Y_{X=0} = 1 | V2=0, V1=1', 'treatment': 'X', 'outcome': 'Y', 'action': 0, 'polarity': 1, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 221}","{'step0': 'Let V2 = water company; V1 = poverty; X = water quality; Y = cholera.', 'step1': 'V1->X,V2->X,V1->Y,X->Y', 'step2': 'Y_{X=0} = 1 | V2=0, V1=1', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 0\nV1 = 1\nX = V1 and V2\nY = V1 or X', 'step5': 'Y = 1 = 1 or 0', 'end': '1'}"
502,water_cholera-IV-det-counterfactual-model221-spec1-q5,We know that high poverty and global water company causes clean water. high poverty or clean water causes cholera contraction. We observed the person is served by a local water company and the region has high poverty.,Would the person avoids cholera if polluted water instead of clean water?,no,"{'story_id': 'water_cholera', 'graph_id': 'IV', 'given_info': {'V2': 0, 'V1': 1}, 'formal_form': 'Y_{X=0} = 0 | V2=0, V1=1', 'treatment': 'X', 'outcome': 'Y', 'action': 0, 'polarity': 0, 'groundtruth': 0, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 221}","{'step0': 'Let V2 = water company; V1 = poverty; X = water quality; Y = cholera.', 'step1': 'V1->X,V2->X,V1->Y,X->Y', 'step2': 'Y_{X=0} = 0 | V2=0, V1=1', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 0\nV1 = 1\nX = V1 and V2\nY = V1 or X', 'step5': 'Y = 1 = 1 or 0', 'end': '0'}"
503,water_cholera-IV-det-counterfactual-model221-spec1-q6,We know that high poverty and global water company causes clean water. high poverty or clean water causes cholera contraction. We observed the person is served by a local water company and the region has high poverty.,Would the person gets cholera if clean water instead of polluted water?,yes,"{'story_id': 'water_cholera', 'graph_id': 'IV', 'given_info': {'V2': 0, 'V1': 1}, 'formal_form': 'Y_{X=1} = 1 | V2=0, V1=1', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 1, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 221}","{'step0': 'Let V2 = water company; V1 = poverty; X = water quality; Y = cholera.', 'step1': 'V1->X,V2->X,V1->Y,X->Y', 'step2': 'Y_{X=1} = 1 | V2=0, V1=1', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 0\nV1 = 1\nX = V1 and V2\nY = V1 or X', 'step5': 'Y = 1 = 1 or 1', 'end': '1'}"
504,water_cholera-IV-det-counterfactual-model221-spec1-q7,We know that high poverty and global water company causes clean water. high poverty or clean water causes cholera contraction. We observed the person is served by a local water company and the region has high poverty.,Would the person avoids cholera if clean water instead of polluted water?,no,"{'story_id': 'water_cholera', 'graph_id': 'IV', 'given_info': {'V2': 0, 'V1': 1}, 'formal_form': 'Y_{X=1} = 0 | V2=0, V1=1', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 0, 'groundtruth': 0, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 221}","{'step0': 'Let V2 = water company; V1 = poverty; X = water quality; Y = cholera.', 'step1': 'V1->X,V2->X,V1->Y,X->Y', 'step2': 'Y_{X=1} = 0 | V2=0, V1=1', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 0\nV1 = 1\nX = V1 and V2\nY = V1 or X', 'step5': 'Y = 1 = 1 or 1', 'end': '0'}"
505,water_cholera-IV-det-counterfactual-model221-spec1-q8,We know that high poverty and global water company causes clean water. high poverty or clean water causes cholera contraction. We observed the person is served by a global water company and the region has low poverty.,Would the person gets cholera if polluted water instead of clean water?,no,"{'story_id': 'water_cholera', 'graph_id': 'IV', 'given_info': {'V2': 1, 'V1': 0}, 'formal_form': 'Y_{X=0} = 1 | V2=1, V1=0', 'treatment': 'X', 'outcome': 'Y', 'action': 0, 'polarity': 1, 'groundtruth': 0, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 221}","{'step0': 'Let V2 = water company; V1 = poverty; X = water quality; Y = cholera.', 'step1': 'V1->X,V2->X,V1->Y,X->Y', 'step2': 'Y_{X=0} = 1 | V2=1, V1=0', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 1\nV1 = 0\nX = V1 and V2\nY = V1 or X', 'step5': 'Y = 0 = 0 or 0', 'end': '0'}"
506,water_cholera-IV-det-counterfactual-model221-spec1-q9,We know that high poverty and global water company causes clean water. high poverty or clean water causes cholera contraction. We observed the person is served by a global water company and the region has low poverty.,Would the person avoids cholera if polluted water instead of clean water?,yes,"{'story_id': 'water_cholera', 'graph_id': 'IV', 'given_info': {'V2': 1, 'V1': 0}, 'formal_form': 'Y_{X=0} = 0 | V2=1, V1=0', 'treatment': 'X', 'outcome': 'Y', 'action': 0, 'polarity': 0, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 221}","{'step0': 'Let V2 = water company; V1 = poverty; X = water quality; Y = cholera.', 'step1': 'V1->X,V2->X,V1->Y,X->Y', 'step2': 'Y_{X=0} = 0 | V2=1, V1=0', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 1\nV1 = 0\nX = V1 and V2\nY = V1 or X', 'step5': 'Y = 0 = 0 or 0', 'end': '1'}"
507,water_cholera-IV-det-counterfactual-model221-spec1-q10,We know that high poverty and global water company causes clean water. high poverty or clean water causes cholera contraction. We observed the person is served by a global water company and the region has low poverty.,Would the person gets cholera if clean water instead of polluted water?,yes,"{'story_id': 'water_cholera', 'graph_id': 'IV', 'given_info': {'V2': 1, 'V1': 0}, 'formal_form': 'Y_{X=1} = 1 | V2=1, V1=0', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 1, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 221}","{'step0': 'Let V2 = water company; V1 = poverty; X = water quality; Y = cholera.', 'step1': 'V1->X,V2->X,V1->Y,X->Y', 'step2': 'Y_{X=1} = 1 | V2=1, V1=0', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 1\nV1 = 0\nX = V1 and V2\nY = V1 or X', 'step5': 'Y = 1 = 0 or 1', 'end': '1'}"
508,water_cholera-IV-det-counterfactual-model221-spec1-q11,We know that high poverty and global water company causes clean water. high poverty or clean water causes cholera contraction. We observed the person is served by a global water company and the region has low poverty.,Would the person avoids cholera if clean water instead of polluted water?,no,"{'story_id': 'water_cholera', 'graph_id': 'IV', 'given_info': {'V2': 1, 'V1': 0}, 'formal_form': 'Y_{X=1} = 0 | V2=1, V1=0', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 0, 'groundtruth': 0, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 221}","{'step0': 'Let V2 = water company; V1 = poverty; X = water quality; Y = cholera.', 'step1': 'V1->X,V2->X,V1->Y,X->Y', 'step2': 'Y_{X=1} = 0 | V2=1, V1=0', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 1\nV1 = 0\nX = V1 and V2\nY = V1 or X', 'step5': 'Y = 1 = 0 or 1', 'end': '0'}"
509,water_cholera-IV-det-counterfactual-model221-spec1-q12,We know that high poverty and global water company causes clean water. high poverty or clean water causes cholera contraction. We observed the person is served by a global water company and the region has high poverty.,Would the person gets cholera if polluted water instead of clean water?,yes,"{'story_id': 'water_cholera', 'graph_id': 'IV', 'given_info': {'V2': 1, 'V1': 1}, 'formal_form': 'Y_{X=0} = 1 | V2=1, V1=1', 'treatment': 'X', 'outcome': 'Y', 'action': 0, 'polarity': 1, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 221}","{'step0': 'Let V2 = water company; V1 = poverty; X = water quality; Y = cholera.', 'step1': 'V1->X,V2->X,V1->Y,X->Y', 'step2': 'Y_{X=0} = 1 | V2=1, V1=1', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 1\nV1 = 1\nX = V1 and V2\nY = V1 or X', 'step5': 'Y = 1 = 1 or 0', 'end': '1'}"
510,water_cholera-IV-det-counterfactual-model221-spec1-q13,We know that high poverty and global water company causes clean water. high poverty or clean water causes cholera contraction. We observed the person is served by a global water company and the region has high poverty.,Would the person avoids cholera if polluted water instead of clean water?,no,"{'story_id': 'water_cholera', 'graph_id': 'IV', 'given_info': {'V2': 1, 'V1': 1}, 'formal_form': 'Y_{X=0} = 0 | V2=1, V1=1', 'treatment': 'X', 'outcome': 'Y', 'action': 0, 'polarity': 0, 'groundtruth': 0, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 221}","{'step0': 'Let V2 = water company; V1 = poverty; X = water quality; Y = cholera.', 'step1': 'V1->X,V2->X,V1->Y,X->Y', 'step2': 'Y_{X=0} = 0 | V2=1, V1=1', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 1\nV1 = 1\nX = V1 and V2\nY = V1 or X', 'step5': 'Y = 1 = 1 or 0', 'end': '0'}"
511,water_cholera-IV-det-counterfactual-model221-spec1-q14,We know that high poverty and global water company causes clean water. high poverty or clean water causes cholera contraction. We observed the person is served by a global water company and the region has high poverty.,Would the person gets cholera if clean water instead of polluted water?,yes,"{'story_id': 'water_cholera', 'graph_id': 'IV', 'given_info': {'V2': 1, 'V1': 1}, 'formal_form': 'Y_{X=1} = 1 | V2=1, V1=1', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 1, 'groundtruth': 1, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 221}","{'step0': 'Let V2 = water company; V1 = poverty; X = water quality; Y = cholera.', 'step1': 'V1->X,V2->X,V1->Y,X->Y', 'step2': 'Y_{X=1} = 1 | V2=1, V1=1', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 1\nV1 = 1\nX = V1 and V2\nY = V1 or X', 'step5': 'Y = 1 = 1 or 1', 'end': '1'}"
512,water_cholera-IV-det-counterfactual-model221-spec1-q15,We know that high poverty and global water company causes clean water. high poverty or clean water causes cholera contraction. We observed the person is served by a global water company and the region has high poverty.,Would the person avoids cholera if clean water instead of polluted water?,no,"{'story_id': 'water_cholera', 'graph_id': 'IV', 'given_info': {'V2': 1, 'V1': 1}, 'formal_form': 'Y_{X=1} = 0 | V2=1, V1=1', 'treatment': 'X', 'outcome': 'Y', 'action': 1, 'polarity': 0, 'groundtruth': 0, 'query_type': 'det-counterfactual', 'rung': 3, 'model_id': 221}","{'step0': 'Let V2 = water company; V1 = poverty; X = water quality; Y = cholera.', 'step1': 'V1->X,V2->X,V1->Y,X->Y', 'step2': 'Y_{X=1} = 0 | V2=1, V1=1', 'step3': 'Solve for Y, given the evidence and the action', 'step4': 'V2 = 1\nV1 = 1\nX = V1 and V2\nY = V1 or X', 'step5': 'Y = 1 = 1 or 1', 'end': '0'}"
